iter	RMSE
502	9.626288255
503	9.615024935
504	9.605341067
505	9.594961909
506	9.581405024
507	9.572740195
508	9.564150287
509	9.55204718
510	9.54054789
511	9.525968909
512	9.516306512
513	9.501951121
514	9.492377484
515	9.483055997
516	9.47203509
517	9.464265242
518	9.454139738
519	9.442512025
520	9.432684935
521	9.42163542
522	9.412887477
523	9.402550832
524	9.394354888
525	9.384377305
526	9.375092624
527	9.366647862
528	9.357070778
529	9.347397799
530	9.337761029
531	9.328857052
532	9.31900175
533	9.307795506
534	9.295705668
535	9.280137307
536	9.270833552
537	9.262042545
538	9.254102298
539	9.243432306
540	9.235785749
541	9.222043043
542	9.20908338
543	9.201228919
544	9.192174979
545	9.184294767
546	9.172779221
547	9.161838774
548	9.151117516
549	9.143154056
550	9.1339685
551	9.126395199
552	9.114369889
553	9.105386976
554	9.095223085
555	9.083668955
556	9.072346065
557	9.064523693
558	9.054506735
559	9.042486684
560	9.033717278
561	9.025591375
562	9.015189292
563	9.007224052
564	8.996738168
565	8.987028136
566	8.978240967
567	8.967951091
568	8.955708979
569	8.949741118
570	8.937041628
571	8.929117126
572	8.920812116
573	8.912423933
574	8.902875727
575	8.894109182
576	8.883703026
577	8.875064907
578	8.862606702
579	8.855111453
580	8.842073223
581	8.830318757
582	8.822228674
583	8.81197246
584	8.801582559
585	8.791549702
586	8.783145816
587	8.770344852
588	8.762336
589	8.753439375
590	8.742689713
591	8.733323704
592	8.723099795
593	8.711983799
594	8.704495366
595	8.697554822
596	8.685744538
597	8.675374582
598	8.665955572
599	8.656566891
600	8.647390189
601	8.64070394
602	8.63084506
603	8.621845624
604	8.61084847
605	8.600553098
606	8.593122672
607	8.582875528
608	8.569595174
609	8.562503402
610	8.552594308
611	8.545443358
612	8.537201975
613	8.525210005
614	8.513228228
615	8.50537319
616	8.496089989
617	8.484868363
618	8.475943561
619	8.464185508
620	8.4560779
621	8.445963013
622	8.438730542
623	8.431676516
624	8.423001415
625	8.414365516
626	8.403716438
627	8.394804379
628	8.387237593
629	8.378944736
630	8.37089193
631	8.362562494
632	8.353206916
633	8.343065382
634	8.335222478
635	8.326036099
636	8.315569275
637	8.309864105
638	8.30198249
639	8.292348536
640	8.281056533
641	8.272552805
642	8.263242328
643	8.252569225
644	8.242485376
645	8.234701449
646	8.223566709
647	8.215452832
648	8.206465038
649	8.197051739
650	8.188581931
651	8.181200798
652	8.170413878
653	8.161143868
654	8.148558528
655	8.140809514
656	8.133532801
657	8.124928112
658	8.115942303
659	8.10321492
660	8.095645858
661	8.089479724
662	8.080187334
663	8.072625195
664	8.061710891
665	8.055149671
666	8.047180377
667	8.039163218
668	8.03103339
669	8.02160441
670	8.015027085
671	8.006652927
672	7.99830639
673	7.99172485
674	7.981454325
675	7.973132497
676	7.964164633
677	7.953607248
678	7.943006013
679	7.935116291
680	7.926187898
681	7.920251984
682	7.912538734
683	7.90424998
684	7.897339967
685	7.888458368
686	7.878453836
687	7.86694046
688	7.858136995
689	7.850277548
690	7.842535799
691	7.833152126
692	7.823031405
693	7.816962681
694	7.810906042
695	7.801030643
696	7.791608662
697	7.782997194
698	7.777927369
699	7.769202993
700	7.760953382
701	7.75391984
702	7.743329834
703	7.736277943
704	7.728167778
705	7.71906751
706	7.709192122
707	7.704029342
708	7.696683309
709	7.689758345
710	7.679963832
711	7.668767015
712	7.66223222
713	7.652735076
714	7.643646137
715	7.636268975
716	7.627550959
717	7.616536963
718	7.606972674
719	7.600207045
720	7.590013817
721	7.580696544
722	7.571849972
723	7.562669395
724	7.55221413
725	7.54536446
726	7.540319627
727	7.529707245
728	7.522880824
729	7.515394017
730	7.507107382
731	7.497849138
732	7.491675201
733	7.48524037
734	7.478309624
735	7.469949648
736	7.463271445
737	7.457243424
738	7.452037791
739	7.445387952
740	7.437035534
741	7.429656531
742	7.422773831
743	7.414476645
744	7.407206592
745	7.397523527
746	7.389005009
747	7.380905966
748	7.375510345
749	7.366639518
750	7.357439094
751	7.346049445
752	7.33841285
753	7.329982107
754	7.322237878
755	7.313190626
756	7.303213534
757	7.294033499
758	7.287743975
759	7.280520529
760	7.272872937
761	7.268518705
762	7.257644603
763	7.249682362
764	7.243658448
765	7.235876045
766	7.229117257
767	7.221546033
768	7.214774937
769	7.207770204
770	7.200241365
771	7.191125487
772	7.183507204
773	7.175517212
774	7.168650197
775	7.163973444
776	7.154197483
777	7.148231542
778	7.140771995
779	7.133942464
780	7.125719761
781	7.118808513
782	7.110502478
783	7.104923301
784	7.0958941
785	7.088655018
786	7.082672558
787	7.075804029
788	7.066866933
789	7.059588476
790	7.05366416
791	7.047328673
792	7.039065343
793	7.03322082
794	7.026366975
795	7.021254459
796	7.014479675
797	7.008126018
798	6.998602891
799	6.992721868
800	6.98631557
801	6.980555663
802	6.974332188
803	6.967221974
804	6.958863014
805	6.952543684
806	6.94486221
807	6.936971067
808	6.929701269
809	6.925023245
810	6.918777725
811	6.911499513
812	6.902157227
813	6.896289648
814	6.889821311
815	6.884773042
816	6.878090715
817	6.869871394
818	6.860547794
819	6.85339733
820	6.847007963
821	6.839265514
822	6.830234478
823	6.823955612
824	6.816551224
825	6.810835696
826	6.802962869
827	6.796350232
828	6.790607761
829	6.784780227
830	6.778504929
831	6.773410902
832	6.766764203
833	6.755403291
834	6.747251844
835	6.736615238
836	6.727788688
837	6.718258773
838	6.710543421
839	6.703295701
840	6.69601732
841	6.689248713
842	6.682751897
843	6.676344623
844	6.66892869
845	6.663596145
846	6.654918027
847	6.647949385
848	6.640472496
849	6.634059027
850	6.62585749
851	6.616337467
852	6.608754055
853	6.599799351
854	6.592094271
855	6.584067629
856	6.576845502
857	6.569983265
858	6.562176784
859	6.556042342
860	6.550429112
861	6.542040648
862	6.536177555
863	6.530644451
864	6.525669426
865	6.51938424
866	6.513262462
867	6.506152288
868	6.498455296
869	6.489510395
870	6.483279114
871	6.477085737
872	6.4728947
873	6.46617576
874	6.457978901
875	6.450557072
876	6.445821282
877	6.439469497
878	6.432854094
879	6.425883311
880	6.420371328
881	6.41396589
882	6.405576961
883	6.399005568
884	6.393579775
885	6.385203731
886	6.377614334
887	6.370732967
888	6.364155633
889	6.35653441
890	6.346687042
891	6.339783469
892	6.331629449
893	6.324643113
894	6.317017775
895	6.310890255
896	6.305922913
897	6.297238571
898	6.290136498
899	6.285691011
900	6.279221367
901	6.273935508
902	6.266966614
903	6.258050695
904	6.251791213
905	6.24632089
906	6.242899151
907	6.233534381
908	6.226999501
909	6.219806416
910	6.211597102
911	6.20476615
912	6.196530311
913	6.189344358
914	6.180970248
915	6.173712577
916	6.166364857
917	6.160270958
918	6.153291429
919	6.149003691
920	6.142636346
921	6.136113591
922	6.129493527
923	6.125403261
924	6.117052557
925	6.109427214
926	6.10268815
927	6.095830877
928	6.09178513
929	6.08729642
930	6.080412242
931	6.073682908
932	6.068493408
933	6.06391215
934	6.058187216
935	6.050688829
936	6.044533358
937	6.038939864
938	6.031729291
939	6.025191339
940	6.019968256
941	6.012822256
942	6.006278976
943	6.000836489
944	5.996152431
945	5.991320621
946	5.983035856
947	5.978112007
948	5.971422636
949	5.966554232
950	5.958815313
951	5.950868817
952	5.944368657
953	5.936871363
954	5.929430802
955	5.921880449
956	5.912421653
957	5.905653208
958	5.89854195
959	5.892864938
960	5.887352745
961	5.880333519
962	5.874514428
963	5.868165918
964	5.863394722
965	5.857559138
966	5.853025899
967	5.847022919
968	5.839764934
969	5.832683038
970	5.826236905
971	5.819653409
972	5.811429018
973	5.806094667
974	5.797882569
975	5.792104652
976	5.785127271
977	5.778526562
978	5.771827668
979	5.764063905
980	5.756388108
981	5.750512466
982	5.74587485
983	5.739691111
984	5.734474743
985	5.72951507
986	5.721518887
987	5.717367098
988	5.713490955
989	5.707317249
990	5.700940039
991	5.696981668
992	5.690094372
993	5.684839418
994	5.680468377
995	5.676086964
996	5.670735094
997	5.665459146
998	5.660091627
999	5.652702923
